ReferenceAllele,AlternateAllele,Chromosome,Start,Stop,GeneSymbol,ClinicalSignificance,PhenotypeList,Type,Assembly
na,na,17,47286363,47286363,ITGB3,Likely pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia 1|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh38
na,na,17,45387535,45387535,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia,single nucleotide variant,GRCh37
na,na,17,47310169,47310169,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia,single nucleotide variant,GRCh38
na,na,17,45361953,45361953,ITGB3,Benign,PEN(a)/PEN(b) ALLOANTIGEN POLYMORPHISM|not provided|Glanzmann thrombasthenia|not specified,single nucleotide variant,GRCh37
na,na,17,47284587,47284587,ITGB3,Benign,PEN(a)/PEN(b) ALLOANTIGEN POLYMORPHISM|not provided|Glanzmann thrombasthenia|not specified,single nucleotide variant,GRCh38
na,na,17,45360730,45360730,ITGB3,Benign,"PL(A1)/(A2) ALLOANTIGEN POLYMORPHISM|Glanzmann thrombasthenia|not specified|Myocardial infarction, susceptibility to|not provided",single nucleotide variant,GRCh37
na,na,17,47283364,47283364,ITGB3,Benign,"PL(A1)/(A2) ALLOANTIGEN POLYMORPHISM|Glanzmann thrombasthenia|not specified|Myocardial infarction, susceptibility to|not provided",single nucleotide variant,GRCh38
na,na,17,45369541,45369541,ITGB3,Uncertain significance,Mo ALLOANTIGEN POLYMORPHISM|not specified|not provided,single nucleotide variant,GRCh37
na,na,17,47292175,47292175,ITGB3,Uncertain significance,Mo ALLOANTIGEN POLYMORPHISM|not specified|not provided,single nucleotide variant,GRCh38
na,na,17,45351871,45351871,ITGB3,Pathogenic,Glanzmann thrombasthenia 2,single nucleotide variant,GRCh37
na,na,17,47274505,47274505,ITGB3,Pathogenic,Glanzmann thrombasthenia 2,single nucleotide variant,GRCh38
na,na,17,45369788,45369788,ITGB3,Benign,Ca/Tu ALLOANTIGEN POLYMORPHISM|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh37
na,na,17,47292422,47292422,ITGB3,Benign,Ca/Tu ALLOANTIGEN POLYMORPHISM|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh38
na,na,17,45368393,45368393,ITGB3,Pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh37
na,na,17,47291027,47291027,ITGB3,Pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh38
na,na,na,-1,-1,ITGB3,Pathogenic,Glanzmann thrombasthenia 2,Deletion,na
na,na,17,45384950,45384950,ITGB3,Pathogenic,"Glanzmann thrombasthenia|Glanzmann thrombasthenia 1|Platelet-type bleeding disorder 16|Glanzmann thrombasthenia 2|Hyper-IgE recurrent infection syndrome 1, autosomal dominant|not provided|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh37
na,na,17,47307584,47307584,ITGB3,Pathogenic,"Glanzmann thrombasthenia|Glanzmann thrombasthenia 1|Platelet-type bleeding disorder 16|Glanzmann thrombasthenia 2|Hyper-IgE recurrent infection syndrome 1, autosomal dominant|not provided|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh38
na,na,17,45377854,45377854,ITGB3,Pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh37
na,na,17,47300488,47300488,ITGB3,Pathogenic,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh38
na,na,17,45361875,45361875,ITGB3,Pathogenic,"Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|Glanzmann thrombasthenia 1|not provided|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh37
na,na,17,47284509,47284509,ITGB3,Pathogenic,"Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|Glanzmann thrombasthenia 1|not provided|Myocardial infarction, susceptibility to;Glanzmann thrombasthenia 2;Bleeding disorder, platelet-type, 24",single nucleotide variant,GRCh38
na,na,17,45364494,45364494,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh37
na,na,17,47287128,47287128,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia|not provided,single nucleotide variant,GRCh38
na,na,17,45363751,45363751,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia,single nucleotide variant,GRCh37
na,na,17,47286385,47286385,ITGB3,Uncertain significance,Glanzmann thrombasthenia 2|Glanzmann thrombasthenia,single nucleotide variant,GRCh38
na,na,7,100775347,100775348,SERPINE1,Pathogenic,Congenital plasminogen activator inhibitor type 1 deficiency,Microsatellite,GRCh37
na,na,7,101132066,101132067,SERPINE1,Pathogenic,Congenital plasminogen activator inhibitor type 1 deficiency,Microsatellite,GRCh38
na,na,7,100769707,100769707,SERPINE1,Pathogenic; other,Transcription level of plasminogen activator inhibitor 1,Duplication,GRCh37
na,na,7,101126426,101126426,SERPINE1,Pathogenic; other,Transcription level of plasminogen activator inhibitor 1,Duplication,GRCh38
na,na,7,100771717,100771717,SERPINE1,Benign/Likely benign,Congenital plasminogen activator inhibitor type 1 deficiency|not specified|Susceptibility to severe coronavirus disease (COVID-19) due to an impaired coagulation process|not provided|SERPINE1-related disorder,single nucleotide variant,GRCh37
na,na,7,101128436,101128436,SERPINE1,Benign/Likely benign,Congenital plasminogen activator inhibitor type 1 deficiency|not specified|Susceptibility to severe coronavirus disease (COVID-19) due to an impaired coagulation process|not provided|SERPINE1-related disorder,single nucleotide variant,GRCh38
na,na,6,161159625,161159625,PLG,Conflicting classifications of pathogenicity,"Dysplasminogenemia|Plasminogen deficiency, type I|not specified|not provided",single nucleotide variant,GRCh37
na,na,6,160738593,160738593,PLG,Conflicting classifications of pathogenicity,"Dysplasminogenemia|Plasminogen deficiency, type I|not specified|not provided",single nucleotide variant,GRCh38
na,na,6,161143463,161143463,PLG,Pathogenic,Dysplasminogenemia,single nucleotide variant,GRCh37
na,na,6,160722431,160722431,PLG,Pathogenic,Dysplasminogenemia,single nucleotide variant,GRCh38
na,na,6,161158008,161158008,PLG,Pathogenic,Dysplasminogenemia,single nucleotide variant,GRCh37
na,na,6,160736976,160736976,PLG,Pathogenic,Dysplasminogenemia,single nucleotide variant,GRCh38
na,na,6,161137712,161137712,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh37
na,na,6,160716680,160716680,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh38
na,na,6,161159615,161159615,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh37
na,na,6,160738583,160738583,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh38
na,na,6,161152261,161152261,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh37
na,na,6,160731229,160731229,PLG,Pathogenic,"Plasminogen deficiency, type I",single nucleotide variant,GRCh38
na,na,6,161173272,161173272,PLG,Uncertain significance,Dysplasminogenemia|PLG-related disorder|not provided,single nucleotide variant,GRCh37
na,na,6,160752240,160752240,PLG,Uncertain significance,Dysplasminogenemia|PLG-related disorder|not provided,single nucleotide variant,GRCh38
na,na,6,161137695,161137697,PLG,Uncertain significance,"Plasminogen deficiency, type I|not provided",Microsatellite,GRCh37
na,na,6,160716663,160716665,PLG,Uncertain significance,"Plasminogen deficiency, type I|not provided",Microsatellite,GRCh38
na,na,6,161162449,161162449,PLG,Pathogenic,"Plasminogen deficiency, type I",Deletion,GRCh37
na,na,6,160741417,160741417,PLG,Pathogenic,"Plasminogen deficiency, type I",Deletion,GRCh38
na,na,6,161127501,161127501,PLG,Pathogenic/Likely pathogenic,"Plasminogen deficiency, type I|not provided|Otitis media, susceptibility to|Deep venous thrombosis|Angioedema, hereditary, 4;Plasminogen deficiency, type I",single nucleotide variant,GRCh37
na,na,6,160706469,160706469,PLG,Pathogenic/Likely pathogenic,"Plasminogen deficiency, type I|not provided|Otitis media, susceptibility to|Deep venous thrombosis|Angioedema, hereditary, 4;Plasminogen deficiency, type I",single nucleotide variant,GRCh38
na,na,6,132211550,132211550,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1|not provided",single nucleotide variant,GRCh37
na,na,6,131890410,131890410,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1|not provided",single nucleotide variant,GRCh38
na,na,6,132206079,132206079,ENPP1,Conflicting classifications of pathogenicity,"Arterial calcification, generalized, of infancy, 1|not specified|Hypophosphatemic rickets, autosomal recessive, 2|Type 2 diabetes mellitus|not provided",single nucleotide variant,GRCh37
na,na,6,131884939,131884939,ENPP1,Conflicting classifications of pathogenicity,"Arterial calcification, generalized, of infancy, 1|not specified|Hypophosphatemic rickets, autosomal recessive, 2|Type 2 diabetes mellitus|not provided",single nucleotide variant,GRCh38
na,na,6,132185691,132185701,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",Deletion,GRCh37
na,na,6,131864551,131864561,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",Deletion,GRCh38
na,na,6,132198145,132198145,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh37
na,na,6,131877005,131877005,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh38
na,na,6,132172368,132172368,ENPP1,Conflicting classifications of pathogenicity,"Insulin resistance, susceptibility to|Obesity|not specified|Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1|Hypopigmentation-punctate palmoplantar keratoderma syndrome|Diabetes mellitus type 2, susceptibility to|not provided|Hypophosphatemic rickets|Type 2 diabetes mellitus|ENPP1-related disorder|Hypopigmentation-punctate palmoplantar keratoderma syndrome;Type 2 diabetes mellitus;Arterial calcification, generalized, of infancy, 1;Inherited obesity;Hypophosphatemic rickets, autosomal recessive, 2",single nucleotide variant,GRCh37
na,na,6,131851228,131851228,ENPP1,Conflicting classifications of pathogenicity,"Insulin resistance, susceptibility to|Obesity|not specified|Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1|Hypopigmentation-punctate palmoplantar keratoderma syndrome|Diabetes mellitus type 2, susceptibility to|not provided|Hypophosphatemic rickets|Type 2 diabetes mellitus|ENPP1-related disorder|Hypopigmentation-punctate palmoplantar keratoderma syndrome;Type 2 diabetes mellitus;Arterial calcification, generalized, of infancy, 1;Inherited obesity;Hypophosphatemic rickets, autosomal recessive, 2",single nucleotide variant,GRCh38
na,na,6,132212694,132212694,ENPP1,Benign,"Obesity|Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh37
na,na,6,131891554,131891554,ENPP1,Benign,"Obesity|Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh38
na,na,6,132182844,132182844,ENPP1,Pathogenic/Likely pathogenic,"Arterial calcification, generalized, of infancy, 1|Coronary sclerosis, medial, of infancy|not provided",single nucleotide variant,GRCh37
na,na,6,131861704,131861704,ENPP1,Pathogenic/Likely pathogenic,"Arterial calcification, generalized, of infancy, 1|Coronary sclerosis, medial, of infancy|not provided",single nucleotide variant,GRCh38
na,na,6,132186026,132186026,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh37
na,na,6,131864886,131864886,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh38
na,na,6,132206903,132212517,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",Deletion,GRCh37
na,na,6,131885763,131891377,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",Deletion,GRCh38
na,na,6,132181528,132181528,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh37
na,na,6,131860388,131860388,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2|Arterial calcification, generalized, of infancy, 1",single nucleotide variant,GRCh38
na,na,6,132204849,132204850,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",Duplication,GRCh37
na,na,6,131883709,131883710,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",Duplication,GRCh38
na,na,6,132211575,132211575,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",single nucleotide variant,GRCh37
na,na,6,131890435,131890435,ENPP1,Pathogenic,"Hypophosphatemic rickets, autosomal recessive, 2",single nucleotide variant,GRCh38
na,na,6,132179875,132179875,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1|not provided|ENPP1-related disorder",single nucleotide variant,GRCh37
na,na,6,131858735,131858735,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1|not provided|ENPP1-related disorder",single nucleotide variant,GRCh38
na,na,6,132181608,132181609,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",Deletion,GRCh37
na,na,6,131860468,131860469,ENPP1,Pathogenic,"Arterial calcification, generalized, of infancy, 1",Deletion,GRCh38
na,na,17,39913674,39913675,JUP,Pathogenic,Naxos disease|not provided|Arrhythmogenic right ventricular dysplasia 12;Naxos disease|Arrhythmogenic right ventricular dysplasia 12,Deletion,GRCh37
na,na,17,41757422,41757423,JUP,Pathogenic,Naxos disease|not provided|Arrhythmogenic right ventricular dysplasia 12;Naxos disease|Arrhythmogenic right ventricular dysplasia 12,Deletion,GRCh38
na,na,17,39927988,39927989,JUP,Uncertain significance,Arrhythmogenic right ventricular dysplasia 12|Arrhythmogenic right ventricular dysplasia 12;Naxos disease,Microsatellite,GRCh37
na,na,17,41771736,41771737,JUP,Uncertain significance,Arrhythmogenic right ventricular dysplasia 12|Arrhythmogenic right ventricular dysplasia 12;Naxos disease,Microsatellite,GRCh38
na,na,6,2948930,2948930,SERPINB6,Pathogenic,Autosomal recessive nonsyndromic hearing loss 91,single nucleotide variant,GRCh37
na,na,6,2948696,2948696,SERPINB6,Pathogenic,Autosomal recessive nonsyndromic hearing loss 91,single nucleotide variant,GRCh38
na,na,3,87311311,87311311,POU1F1,Pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh37
na,na,3,87262161,87262161,POU1F1,Pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh38
na,na,3,87309109,87309109,POU1F1,Conflicting classifications of pathogenicity,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh37
na,na,3,87259959,87259959,POU1F1,Conflicting classifications of pathogenicity,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh38
na,na,3,87311353,87311353,POU1F1,Pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh37
na,na,3,87262203,87262203,POU1F1,Pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh38
na,na,3,87325542,87325542,POU1F1,Likely pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh37
na,na,3,87276392,87276392,POU1F1,Likely pathogenic,"Pituitary hormone deficiency, combined, 1|not provided",single nucleotide variant,GRCh38
